municipality_code,used_apartment_median_price_man_yen,used_apartment_sample_size,used_apartment_median_unit_price_yen,used_apartment_avg_building_age,emergency_shelter_count,emergency_shelter_official_link,population_2025_estimated,population_2050_estimated,population_change_2025_2050_pct,medical_facility_count,medical_hospital_count,medical_clinic_count,childcare_facility_count,kindergarten_count,nursery_count,reinfolib_loaded_at,reinfolib_source_url
16211,2100,1,182608,23,935,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.7203,137.0879&z=12",807187,634959,-21.34,406,33,233,32,4,28,2026-05-28T04:58:13.570682+00:00,https://www.reinfolib.mlit.go.jp/
16321,,0,,,572,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.7009,137.3066&z=12",563311,461891,-18.0,517,37,304,2,0,2,2026-05-28T04:59:58.014699+00:00,https://www.reinfolib.mlit.go.jp/
16322,,0,,,276,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.6606,137.4766&z=12",159807,116393,-27.17,2,0,2,2,0,2,2026-05-28T05:02:07.191753+00:00,https://www.reinfolib.mlit.go.jp/
16323,,0,,,276,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.6016,137.5119&z=12",,,,,,,,,,2026-05-28T05:03:20.463466+00:00,https://www.reinfolib.mlit.go.jp/
16343,,0,,,400,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.8923,137.6504&z=12",77822,47981,-38.35,13,2,5,3,0,3,2026-05-28T05:04:56.813508+00:00,https://www.reinfolib.mlit.go.jp/
17000,1600,383,223529,26.2,862,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.7956,136.7608&z=12",598590,458798,-23.35,44,4,28,,,,2026-05-28T05:06:49.552473+00:00,https://www.reinfolib.mlit.go.jp/
17201,1800,335,233333,25.6,901,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.5194,136.7081&z=12",,,,672,41,404,129,24,105,2026-05-28T05:13:10.343022+00:00,https://www.reinfolib.mlit.go.jp/
17202,,0,,,417,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=37.0695,136.9194&z=12",115823,66222,-42.82,83,6,47,20,0,20,2026-05-28T05:14:33.711779+00:00,https://www.reinfolib.mlit.go.jp/
17203,600,15,107272,30.6,402,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.311,136.4984&z=12",387118,306406,-20.85,29,3,19,19,3,16,2026-05-28T05:16:21.367964+00:00,https://www.reinfolib.mlit.go.jp/
17204,,0,,,274,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=37.3366,136.8875&z=12",33171,16280,-50.92,34,1,23,9,0,9,2026-05-28T05:17:40.134934+00:00,https://www.reinfolib.mlit.go.jp/
17205,,0,,,261,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=37.4553,137.2258&z=12",26431,11882,-55.05,17,1,11,3,1,2,2026-05-28T05:19:01.359163+00:00,https://www.reinfolib.mlit.go.jp/
17206,380,1,95000,36,679,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.255,136.3796&z=12",589377,470866,-20.11,83,6,51,27,0,27,2026-05-28T05:20:52.795764+00:00,https://www.reinfolib.mlit.go.jp/
