municipality_code,year,population
25384,2005,13280
25384,2010,12916
25425,2010,20118
25441,2000,7132
25441,2005,7418
25441,2010,7566
25442,2000,8169
25442,2005,8103
25442,2010,7500
25443,2000,8463
25443,2005,8145
25443,2010,7761
26000,2000,2644391
26000,2005,2647660
26000,2010,2636092
26100,2000,1467785
26100,2005,1474811
26100,2010,1474015
26201,2000,68098
26201,2005,67858
26201,2010,79652
26202,2000,94050
26202,2005,91733
26202,2010,88669
26203,2000,38881
26203,2005,37755
26203,2010,35836
26204,2000,189112
26204,2005,189591
26204,2010,189609
26205,2000,23276
26205,2005,21512
26205,2010,19948
26206,2000,94555
26206,2005,93996
26206,2010,92399
26207,2000,84346
26207,2005,81636
26207,2010,80037
26208,2000,53425
26208,2005,55041
26208,2010,54328
26209,2000,77846
26209,2005,78335
26209,2010,79844
26210,2000,73682
26210,2005,74252
26210,2010,74227
26211,2000,59577
26211,2005,64008
26211,2010,67910
26212,2005,62723
26212,2010,59038
26213,2010,35214
26214,2010,69761
26303,2000,15736
26303,2005,15191
26303,2010,15121
26322,2000,17080
26322,2005,16610
26322,2010,15914
26343,2000,9102
26343,2005,8951
26343,2010,8447
26344,2000,9840
26344,2005,10060
26344,2010,9711
26364,2000,2056
26364,2005,1876
26364,2010,1626
26365,2000,5457
26365,2005,4998
26365,2010,4482
26366,2000,26357
26366,2005,34236
26366,2010,35630
26367,2000,3784
26367,2005,3466
26367,2010,3078
26407,2010,15732
26463,2000,3112
26463,2005,2718
26463,2010,2410
26465,2010,23454
27000,2000,8805081
27000,2005,8817166
27000,2010,8865245
27100,2000,2598774
27100,2005,2628811
27100,2010,2665314
27140,2010,841966
27202,2000,200104
27202,2005,201000
27202,2010,199234
27203,2000,391726
27203,2005,386623
27203,2010,389341
27204,2000,101516
27204,2005,101616
27204,2010,104229
27205,2000,347929
27205,2005,353885
27205,2010,355798
27206,2000,75091
27206,2005,77673
27206,2010,77548
27207,2000,357438
27207,2005,351826
27207,2010,357359
27208,2000,88523
27208,2005,90314
27208,2010,90519
27209,2000,152298
27209,2005,147465
27209,2010,146697
27210,2000,402563
27210,2005,404044
27210,2010,407978
27211,2000,260648
27211,2005,267961
27211,2010,274822
27212,2000,274777
27212,2005,273487
27212,2010,271460
27213,2000,96064
27213,2005,98889
27213,2010,100801
27214,2000,126558
27214,2005,123837
27214,2010,119576
27215,2000,250806
27215,2005,241816
27215,2010,238204
27216,2000,121008
27216,2005,117239
27216,2010,112490
27217,2000,132562
27217,2005,127276
27217,2010,124594
27218,2000,128917
27218,2005,126504
27218,2010,127534
27219,2000,172974
27219,2005,177856
27219,2010,184988
27220,2000,124898
27220,2005,127135
27220,2010,129895
27221,2000,79227
27221,2005,77034
27221,2010,74773
27222,2000,119246
27222,2005,118695
27222,2010,117681
27223,2000,135648
27223,2005,131706
27223,2010,130282
27224,2000,85065
27224,2005,85009
27224,2010,83720
27225,2000,62260
27225,2005,61127
27225,2010,59572
27226,2000,66806
27226,2005,65780
27226,2010,66165
27227,2000,515094
27227,2005,513821
27227,2010,509533
27228,2000,64152
27228,2005,64683
27228,2010,64403
27229,2000,55136
27229,2005,57342
27229,2010,57554
27230,2000,76919
27230,2005,77644
27230,2010,77686
27231,2000,56996
27231,2005,58208
27231,2010,58227
27232,2000,58193
27232,2005,57616
27232,2010,56646
27301,2000,30125
27301,2005,29052
27301,2010,28935
27321,2000,25722
27321,2005,23928
27321,2010,21989
27322,2000,14186
27322,2005,12897
27322,2010,11650
27341,2000,17509
27341,2005,17586
27341,2010,18149
27361,2000,42914
27361,2005,44505
27361,2010,45069
27362,2000,6785
27362,2005,7240
27362,2010,8085
27366,2000,19789
27366,2005,18504
27366,2010,17504
27381,2000,14190
27381,2005,14483
27381,2010,14220
27382,2000,17341
27382,2005,17545
27382,2010,17040
27383,2000,6968
27383,2005,6538
27383,2010,6015
28000,2000,5550574
28000,2005,5590601
28000,2010,5588133
28100,2000,1493398
28100,2005,1525393
28100,2010,1544200
28201,2000,478309
28201,2005,482304
28201,2010,536270
28202,2000,466187
28202,2005,462647
28202,2010,453748
28203,2000,293117
28203,2005,291027
28203,2010,290959
28204,2000,438105
28204,2005,465337
28204,2010,482640
28205,2000,41158
28205,2005,38929
28205,2010,47254
28206,2000,83834
28206,2005,90590
28206,2010,93238
28207,2000,192159
28207,2005,192250
28207,2010,196127
28208,2000,34320
28208,2005,32475
28208,2010,31158
28209,2000,47308
28209,2005,89208
28209,2010,85592
28210,2000,266170
28210,2005,267100
28210,2010,266937
28212,2000,52077
28212,2005,51794
28212,2010,50523
28213,2000,37768
28213,2005,43953
28213,2010,42802
28214,2000,213037
28214,2005,219862
28214,2010,225700
28215,2000,76682
28215,2005,75087
28215,2010,81009
28216,2000,96020
28216,2005,94813
28216,2010,93901
28217,2000,153762
28217,2005,157668
28217,2010,156423
28218,2000,49432
28218,2005,49761
28218,2010,49680
28219,2000,111737
28219,2005,113572
28219,2010,114216
28220,2000,51104
28220,2005,49396
28220,2010,47993
28221,2000,46325
28221,2005,45245
28221,2010,43263
28222,2005,28306
28222,2010,26501
28223,2005,70810
28223,2010,67757
28224,2005,52283
28224,2010,49834
28225,2005,34791
28225,2010,32814
28226,2005,49078
28226,2010,46459
28227,2005,43302
28227,2010,40938
28228,2010,40181
28229,2005,81561
28229,2010,80518
28301,2000,29094
28301,2005,30021
28301,2010,31739
28365,2010,23104
28381,2000,32054
28381,2005,31944
28381,2010,31026
28382,2000,33766
28382,2005,33545
28382,2010,33183
28442,2000,14812
28442,2005,14150
28442,2010,13288
28443,2000,19582
28443,2005,20669
28443,2010,19830
28446,2010,12289
28464,2000,31960
28464,2005,32555
28464,2010,33438
28481,2000,18419
28481,2005,17603
28481,2010,16636
28501,2000,8789
28501,2005,21012
28501,2010,19265
28585,2005,21439
28585,2010,19696
28586,2005,17467
28586,2010,16004
29000,2000,1442795
29000,2005,1421310
29000,2010,1400728
29201,2000,366185
29201,2005,370102
29201,2010,366591
29202,2000,73668
29202,2005,70800
29202,2010,68451
29203,2000,94188
29203,2005,91672
29203,2010,89023
29204,2000,72741
29204,2005,71152
29204,2010,69178
29205,2000,125005
29205,2005,124728
29205,2010,125605
29206,2000,63248
29206,2005,61130
29206,2010,60146
29207,2000,35205
29207,2005,37375
29207,2010,34460
29208,2000,34676
29208,2005,32273
29208,2010,30287
29209,2000,112830
29209,2005,113686
29209,2010,118113
29210,2000,63487
29210,2005,70998
29210,2010,75227
29211,2005,34985
29211,2010,35859
29212,2010,34227
29322,2000,4967
29322,2005,4595
29322,2010,4107
29342,2000,20497
29342,2005,20286
29342,2010,19727
29343,2000,23977
29343,2005,23062
29343,2010,23440
29344,2000,28566
29344,2005,27816
29344,2010,27734
29345,2000,8539
29345,2005,8257
29345,2010,7929
29361,2000,9422
29361,2005,9174
29361,2010,8653
29362,2000,8042
29362,2005,7764
29362,2010,7440
29363,2000,32934
29363,2005,33029
29363,2010,32121
29385,2000,2472
29385,2005,2193
29385,2010,1895
29386,2000,2623
29386,2005,2366
29386,2010,2102
29401,2000,8153
29401,2005,7914
29401,2010,7657
29402,2000,6846
29402,2005,6343
29402,2010,5856
29424,2000,24005
29424,2005,24953
29424,2010,23728
29425,2000,23782
29425,2005,22751
29425,2010,22182
29426,2000,31444
29426,2005,32810
29426,2010,33070
29427,2000,20126
29427,2005,19446
29427,2010,18531
29441,2000,11318
29441,2005,9984
29441,2010,8642
29442,2000,20376
29442,2005,20070
29442,2010,19176
29443,2000,8670
29443,2005,7737
29443,2010,7020
29444,2000,1194
29444,2005,1076
29444,2010,840
29446,2000,2104
29446,2005,1800
29446,2010,1572
29447,2000,783
29447,2005,743
29447,2010,524
29449,2000,4854
29449,2005,4390
29449,2010,4107
29450,2000,1292
29450,2005,1212
29450,2010,1039
29451,2000,915
29451,2005,802
29451,2010,683
29452,2000,2558
29452,2005,2045
29452,2010,1643
29453,2000,2909
29453,2005,2608
29453,2010,2143
30000,2000,1069912
30000,2005,1035969
30000,2010,1002198
30201,2000,386551
30201,2005,375591
30201,2010,370364
30202,2000,45507
30202,2005,57744
30202,2010,54783
30203,2000,55071
30203,2005,53929
30203,2010,66361
30204,2000,33661
30204,2005,32143
30204,2010,30592
30205,2000,28034
30205,2005,27053
30205,2010,26111
30206,2000,70360
30206,2005,82499
30206,2010,79119
30207,2000,33133
30207,2005,33790
30207,2010,31498
30208,2010,65840
30209,2010,52882
30304,2010,10391
30341,2000,20331
30341,2005,19670
30341,2010,18230
30343,2000,6073
30343,2005,5516
30343,2010,4963
30344,2000,5355
30344,2005,4632
30344,2010,3975
30361,2000,15410
30361,2005,14742
30361,2010,13210
30362,2000,8361
30362,2005,8071
30362,2010,7714
30366,2010,27162
30381,2000,8802
30381,2005,8462
30381,2010,8077
30382,2000,7148
30382,2005,7344
30382,2010,7432
30383,2000,7625
30383,2005,7179
30383,2010,6508
30390,2000,9769
30390,2005,9192
30390,2010,8606
30391,2005,14200
30391,2010,13470
30392,2005,11305
30392,2010,10509
30401,2000,19722
30401,2005,19206
30401,2010,22696
30404,2000,14501
30404,2005,14775
30404,2010,14807
30406,2000,5952
30406,2005,5293
30406,2010,4730
30421,2000,19417
30421,2005,18185
30421,2010,17080
30422,2000,3777
30422,2005,3506
30422,2010,3250
30424,2000,3726
30424,2005,3426
30424,2010,3103
30427,2000,635
30427,2005,570
30427,2010,486
30428,2005,19931
30428,2010,18249
31000,2000,613289
31000,2005,607012
31000,2010,588667
31201,2000,150439
31201,2005,201740
31201,2010,197449
31202,2000,138756
31202,2005,149584
31202,2010,148271
31203,2000,49711
31203,2005,52592
31203,2010,50720
31204,2000,36843
31204,2005,36459
31204,2010,35259
31302,2000,14015
31302,2005,13270
31302,2010,12362
31325,2000,4998
31325,2005,4378
31325,2010,3873
31328,2000,9383
31328,2005,8647
31328,2010,7718
31329,2005,19434
31329,2010,18427
31364,2000,7921
31364,2005,7509
31364,2010,7015
31370,2005,17525
31370,2010,17029
31371,2005,19499
31371,2010,18531
31372,2005,16052
31372,2010,15442
31384,2000,2971
31384,2005,3073
31384,2010,3339
31386,2000,6730
31386,2005,18897
31386,2010,17491
31389,2005,12070
31389,2010,11536
31390,2005,12343
31390,2010,11621
31401,2000,6696
31401,2005,6112
31401,2010,5460
31402,2000,4516
31402,2005,4185
31402,2010,3745
31403,2000,3921
31403,2005,3643
31403,2010,3379
32000,2000,761503
32000,2005,742223
32000,2010,717397
32201,2000,152616
32201,2005,196603
32201,2010,194258
32202,2000,47187
32202,2005,63046
32202,2010,61713
32203,2000,87330
32203,2005,146307
32203,2010,143796
32204,2000,50128
32204,2005,52368
32204,2010,50015
32205,2000,33609
32205,2005,40703
32205,2010,37996
32206,2000,30520
32206,2005,43839
32206,2010,41836
32207,2000,25773
32207,2005,27774
32207,2010,25697
32209,2005,44403
32209,2010,41917
32343,2005,15812
32343,2010,14456
32386,2005,5979
32386,2010,5534
32441,2000,4784
32441,2005,4324
32441,2010,3900
32448,2005,5911
32448,2010,5351
32449,2005,12944
32449,2010,11959
32501,2000,6098
32501,2005,9515
32501,2010,8427
32505,2005,7362
32505,2010,6810
32525,2000,2672
32525,2005,2581
32525,2010,2374
32526,2000,3804
32526,2005,3486
32526,2010,3136
32527,2000,718
32527,2005,725
32527,2010,657
32528,2005,16904
32528,2010,15521
33000,2000,1950828
33000,2005,1957264
33000,2010,1945276
33100,2010,709584
33202,2000,430291
33202,2005,469377
33202,2010,475513
33203,2000,90156
33203,2005,110569
33203,2010,106788
33204,2000,69567
33204,2005,67047
33204,2010,64588
33205,2000,59300
33205,2005,57272
33205,2010,54225
33207,2000,34817
33207,2005,45104
33207,2010,43927
33208,2000,56531
33208,2005,66584
33208,2010,66201
33209,2000,25374
33209,2005,38799
33209,2010,34963
33210,2000,24576
33210,2005,36073
33210,2010,33870
33211,2000,28683
33211,2005,40241
33211,2010,37839
33212,2005,39081
33212,2010,37852
33213,2005,43913
33213,2010,43458
33214,2005,51782
33214,2010,48964
33215,2005,32479
33215,2010,30498
33216,2010,36114
33346,2000,12670
33346,2005,12249
33346,2010,15362
33423,2000,11915
33423,2005,11921
33423,2010,12214
33445,2000,10782
33445,2005,10823
33445,2010,10916
33461,2000,16230
33461,2005,15713
33461,2010,15092
33586,2000,1051
33586,2005,1019
33586,2010,957
33606,2000,11451
33606,2005,14059
33606,2010,13580
33622,2000,11428
33622,2005,11263
33622,2010,11195
33623,2000,6690
33623,2005,6475
33623,2010,6085
33643,2000,1831
33643,2005,1684
33643,2010,1520
33663,2000,6115
33663,2005,5690
33663,2010,5296
33666,2005,16577
33666,2010,15642
33681,2005,14040
33681,2010,13033
34000,2000,2878915
34000,2005,2876642
34000,2010,2860750
34100,2000,1126239
34100,2005,1154391
34100,2010,1173843
34202,2000,203159
34202,2005,251003
34202,2010,239973
34203,2000,31935
34203,2005,30657
34203,2010,28644
34204,2000,82081
34204,2005,104196
34204,2010,100509
34205,2000,92586
34205,2005,114486
34205,2010,145202
34207,2000,378789
34207,2005,418509
34207,2010,461357
34208,2000,41271
34208,2005,45188
34208,2010,42563
34209,2000,39503
34209,2005,59314
34209,2010,56605
34210,2000,21370
34210,2005,43149
34210,2010,40244
34211,2000,31405
34211,2005,30279
34211,2010,28836
34212,2000,123423
34212,2005,184430
34212,2010,190135
34213,2000,73587
34213,2005,87144
34213,2010,114038
34214,2005,33096
34214,2010,31487
34215,2005,29939
34215,2010,27031
34302,2000,50673
34302,2005,50732
34302,2010,50442
34304,2000,30042
34304,2005,29137
34304,2010,28475
34307,2000,25392
34307,2005,25103
34307,2010,24533
34309,2000,12276
34309,2005,12399
34309,2010,13262
34368,2005,8238
34368,2010,7255
34369,2005,20857
34369,2010,19969
34431,2005,9236
34431,2010,8448
34462,2000,8768
34462,2005,18866
34462,2010,17549
34545,2005,11590
34545,2010,10350
35000,2000,1527964
35000,2005,1492606
35000,2010,1451338
35201,2000,252389
35201,2005,290693
35201,2010,280947
35202,2000,174416
35202,2005,178955
35202,2010,173772
35203,2000,140447
35203,2005,191677
35203,2010,196628
35204,2000,46004
35204,2005,57990
35204,2010,53747
35206,2000,117724
35206,2005,116818
35206,2010,116611
35207,2000,53101
35207,2005,53509
35207,2010,55012
35208,2000,105762
35208,2005,103507
35208,2010,143857
35210,2000,46422
35210,2005,53971
35210,2010,53004
35211,2000,24092
35211,2005,41127
35211,2010,38349
35212,2000,33597
35212,2005,35927
35212,2010,34730
35213,2000,18638
35213,2005,17754
35213,2010,28630
35215,2005,152387
35215,2010,149487
35216,2005,66261
35216,2010,64550
35305,2005,21392
35305,2010,19084
35321,2000,6732
35321,2005,6441
35321,2010,6378
35341,2000,4307
35341,2005,3706
35341,2010,3332
35343,2000,16217
35343,2005,16287
35343,2010,15986
35344,2000,14580
35344,2005,14203
35344,2010,13491
35502,2000,4555
35502,2005,4101
35502,2010,3743
36000,2000,824108
36000,2005,809950
36000,2010,785491
36201,2000,268218
36201,2005,267833
36201,2010,264548
36202,2000,64620
36202,2005,63200
36202,2010,61513
36203,2000,43078
36203,2005,42115
36203,2010,40614
36204,2000,56728
36204,2005,54925
36204,2010,76063
36205,2005,45782
36205,2010,44020
36206,2005,41076
36206,2010,39247
36207,2005,34565
36207,2010,32484
36208,2010,29951
36301,2000,6736
36301,2005,6303
36301,2010,5765
36302,2000,2124
36302,2005,1955
36302,2010,1783
36321,2000,3016
36321,2005,2800
36321,2010,2588
36341,2000,26023
36341,2005,26068
36341,2010,25954
36342,2000,7798
36342,2005,6924
36342,2010,6038
36368,2005,10695
36368,2010,9318
36383,2000,5755
36383,2005,5391
36383,2010,4826
36387,2010,7765
36388,2010,10446
36401,2000,14267
36401,2005,14926
36401,2010,15070
36402,2000,19823
36402,2005,20703
36402,2010,21658
36403,2000,30368
36403,2005,32286
36403,2010,33338
36404,2000,14637
36404,2005,14519
36404,2010,14241
36405,2000,12952
36405,2005,13123
36405,2010,12727
36468,2005,11722
36468,2010,10490
36489,2010,15044
37000,2000,1022890
37000,2005,1012400
37000,2010,995842
37201,2000,332865
37201,2005,337902
37201,2010,419429
37202,2000,80105
37202,2005,110085
37202,2010,110473
37203,2000,59228
37203,2005,57266
37203,2010,55621
37204,2000,36413
37204,2005,35495
37204,2010,33817
37205,2000,44755
37205,2005,44086
37205,2010,62690
37206,2005,55754
37206,2010,53000
37207,2005,35929
37207,2010,33625
37208,2010,68512
37322,2000,17711
37322,2005,16411
37322,2010,15123
37324,2010,16152
37341,2000,28769
37341,2005,28790
37341,2010,28464
37364,2000,3705
37364,2005,3538
37364,2010,3325
37386,2000,15978
37386,2005,17460
37386,2010,18434
37387,2010,24625
37403,2000,11335
37403,2005,10747
37403,2010,9967
37404,2000,23657
37404,2005,23613
37404,2010,23498
37406,2010,19087
38000,2000,1493092
38000,2005,1467815
38000,2010,1431493
38201,2000,473379
38201,2005,514937
38201,2010,517231
38202,2000,117930
38202,2005,173983
38202,2010,166532
38203,2000,62126
38203,2005,89444
38203,2010,84210
38204,2000,33285
38204,2005,41264
38204,2010,38370
38205,2000,125537
38205,2005,123952
38205,2010,121735
38206,2000,58110
38206,2005,113371
38206,2010,112091
38207,2000,39011
38207,2005,50786
38207,2010,47157
38210,2000,30547
38210,2005,39493
38210,2010,38017
38213,2005,92854
38213,2010,90187
38214,2005,44948
38214,2010,42080
38215,2005,35278
38215,2010,35253
38356,2005,8098
38356,2010,7648
38386,2005,10946
38386,2010,9644
38401,2000,30277
38401,2005,30564
38401,2010,30359
38402,2000,20961
38402,2005,22424
38402,2010,21981
38422,2000,11231
38422,2005,19620
38422,2010,18045
38442,2000,6569
38442,2005,12095
38442,2010,10882
38484,2000,4906
38484,2005,4690
38484,2010,4377
38488,2005,12432
38488,2010,11633
38506,2005,26636
38506,2010,24061
39000,2000,813949
39000,2005,796292
39000,2010,764456
39201,2000,330654
39201,2005,333484
39201,2010,343393
39202,2000,19472
39202,2005,17490
39202,2010,15210
39203,2000,21321
39203,2005,20348
39203,2010,19547
39204,2000,49965
39204,2005,50758
39204,2010,49472
39205,2000,30338
39205,2005,30011
39205,2010,28686
39206,2000,27569
39206,2005,26039
39206,2010,24698
39208,2000,25970
39208,2005,24397
39208,2010,22610
39209,2000,18512
39209,2005,17281
39209,2010,16029
39210,2005,37917
39210,2010,35933
39211,2010,33830
39212,2010,28766
39301,2000,3744
39301,2005,3386
39301,2010,2947
39302,2000,4027
39302,2005,3727
39302,2010,3542
39303,2000,3315
39303,2005,3236
39303,2010,2932
39304,2000,3535
39304,2005,3297
39304,2010,2970
39305,2000,1591
39305,2005,1478
39305,2010,1367
39306,2000,1195
39306,2005,1170
39306,2010,1013
39307,2000,4366
39307,2005,4208
39307,2010,4048
39341,2000,4657
39341,2005,4374
39341,2010,4103
39344,2000,6378
39344,2005,5492
39344,2010,4719
39363,2000,5035
39363,2005,4632
39363,2010,4358
39364,2000,569
39364,2005,538
39364,2010,411
39386,2005,27068
39386,2010,25062
39387,2005,7347
39387,2010,6500
39401,2000,7011
39401,2005,6784
39401,2010,7584
39402,2000,14777
39402,2005,14447
39402,2010,13951
39403,2000,7411
39403,2005,6952
39403,2010,6374
39405,2000,4860
39405,2005,4625
39405,2010,3984
39410,2000,5968
39410,2005,5895
39410,2010,5447
39411,2005,6862
39411,2010,6407
39412,2010,18733
39424,2000,6956
39424,2005,6437
39424,2010,5783
39427,2000,1871
39427,2005,1808
39427,2010,1681
39428,2010,12366
40000,2000,5015699
40000,2005,5049908
40000,2010,5071968
40100,2000,1011471
40100,2005,993525
40100,2010,976846
40130,2000,1341470
40130,2005,1401279
40130,2010,1463743
40202,2000,138629
40202,2005,131090
40202,2010,123638
40203,2000,236543
40203,2005,306434
40203,2010,302402
40204,2000,59182
40204,2005,57497
40204,2010,57686
40205,2000,80651
40205,2005,79365
40205,2010,131492
40206,2000,54027
40206,2005,51534
40206,2010,50605
40207,2000,41815
40207,2005,74539
40207,2010,71375
40210,2000,39610
40210,2005,38951
40210,2010,69057
40211,2000,47348
40211,2005,47844
40211,2010,48512
40212,2000,41338
40212,2005,39213
40212,2010,37448
40213,2000,69737
40213,2005,70070
40213,2010,70468
40214,2000,29133
40214,2005,28104
40214,2010,27031
40215,2000,48032
40215,2005,46560
40215,2010,44210
40216,2000,54583
40216,2005,57481
40216,2010,58499
40217,2000,93049
40217,2005,97571
40217,2010,100172
40218,2000,105219
40218,2005,108402
40218,2010,106780
40219,2000,89414
40219,2005,92748
40219,2010,95087
40220,2000,81588
40220,2005,94148
40220,2010,95501
40221,2000,66099
40221,2005,67087
40221,2010,70482
40223,2000,55476
40223,2005,55943
40223,2010,57920
40224,2005,55677
40224,2010,55431
40225,2005,32902
40225,2010,31640
40226,2010,30081
40227,2010,42589
40228,2010,56355
40229,2010,40732
40230,2010,98435
40341,2000,38126
40341,2005,39136
40341,2010,38592
40342,2000,29389
40342,2005,30985
40342,2010,31318
40343,2000,37794
40343,2005,40557
40343,2010,43564
40344,2000,25086
40344,2005,25601
40344,2010,26044
40345,2000,22431
40345,2005,23447
40345,2010,24679
40348,2000,7640
40348,2005,7858
40348,2010,8373
40349,2000,34811
40349,2005,37685
40349,2010,41997
40381,2000,15827
40381,2005,16247
40381,2010,15369
40382,2000,31623
40382,2005,30679
40382,2010,30021
40383,2000,30417
40383,2005,31332
40383,2010,32119
40384,2000,19309
40384,2005,19279
40384,2010,19160
40401,2000,9730
40401,2005,9253
40401,2010,8602
40402,2000,19266
40402,2005,18204
40402,2010,17088
40421,2000,14760
40421,2005,14535
40421,2010,13863
40447,2005,29353
40447,2010,29155
40448,2005,2749
40448,2010,2432
40503,2000,15227
40503,2005,15400
40503,2010,15284
40522,2000,13862
40522,2005,14282
40522,2010,14350
40544,2000,19779
40544,2005,20248
40544,2010,20253
40601,2000,13104
40601,2005,12369
40601,2010,11685
40602,2000,12750
40602,2005,11810
40602,2010,10909
40604,2000,10469
40604,2005,10216
40604,2010,9617
40605,2000,20190
40605,2005,20115
40605,2010,18264
40608,2000,5943
40608,2005,5741
40608,2010,5503
40609,2000,3636
40609,2005,3408
40609,2010,3251
40610,2010,24714
40621,2000,35604
40621,2005,34387
40621,2010,36005
40625,2010,21572
40642,2000,7188
40642,2005,7053
40642,2010,6792
40646,2010,7852
40647,2010,19544
41000,2000,876654
41000,2005,866369
41000,2010,849788
41201,2000,167955
41201,2005,206967
41201,2010,237506
41202,2000,78945
41202,2005,128564
41202,2010,126926
41203,2000,60726
41203,2005,64723
41203,2010,69074
41204,2000,23949
41204,2005,22739
41204,2010,21404
41205,2000,59143
41205,2005,58190
41205,2010,57161
41206,2000,34603
41206,2005,33697
41206,2010,50699
41207,2000,33215
41207,2005,32117
41207,2010,30720
41208,2005,45852
41208,2010,45133
41209,2010,28984
41210,2010,32899
41327,2010,16405
41341,2000,19176
41341,2005,18889
41341,2010,17837
41345,2000,8672
41345,2005,9090
41345,2010,9224
41346,2005,27157
41346,2010,26175
41387,2000,6986
41387,2005,6738
41387,2010,6379
41401,2000,12964
41401,2005,12296
41401,2010,20929
41423,2000,8503
41423,2005,7956
41423,2010,7369
41424,2000,9584
41424,2005,9628
41424,2010,9515
41425,2000,13757
41425,2005,27057
41425,2010,25607
41441,2000,11140
41441,2005,10660
41441,2010,9842
42000,2000,1516523
42000,2005,1478632
42000,2010,1426779
42201,2000,423167
42201,2005,442699
42201,2010,443766
42202,2000,240838
42202,2005,248041
42202,2010,261101
42203,2000,39605
42203,2005,38316
42203,2010,47455
42204,2000,95182
42204,2005,144034
42204,2010,140752
42205,2000,84414
42205,2005,88040
42205,2010,90517
42207,2000,23900
42207,2005,38389
42207,2010,34905
42208,2000,22082
42208,2005,21221
42208,2010,25145
42209,2005,38481
42209,2010,34407
42210,2005,31414
42210,2010,29377
42211,2005,44765
42211,2010,40622
42212,2005,33680
42212,2010,31176
42213,2010,47245
42214,2010,50363
42307,2000,40356
42307,2005,42655
42307,2010,42535
42308,2000,28065
42308,2005,29127
42308,2010,30110
42321,2000,10026
42321,2005,9657
42321,2010,8903
42322,2000,15325
42322,2005,15158
42322,2010,14651
42323,2000,15462
42323,2005,15367
42323,2010,15227
42383,2000,3765
42383,2005,3268
42383,2010,2849
42391,2000,13335
42391,2005,13697
42391,2010,13599
42411,2005,25039
42411,2010,22074
43000,2000,1859344
43000,2005,1842233
43000,2010,1817426
43202,2000,106141
43202,2005,136886
43202,2010,132266
43203,2000,38814
43203,2005,37583
43203,2010,35611
43204,2000,56905
43204,2005,55960
43204,2010,55321
43205,2000,31147
43205,2005,29120
43205,2010,26978
43206,2000,45648
43206,2005,45341
43206,2010,69541
43208,2000,32944
43208,2005,57726
43208,2010,55391
43210,2000,27342
43210,2005,51862
43210,2010,50194
43211,2000,37255
43211,2005,38023
43211,2010,37727
43212,2005,32502
43212,2010,29902
43213,2005,63089
43213,2010,61878
43214,2005,29636
43214,2010,28444
43215,2010,89065
43216,2010,55002
43348,2005,12254
43348,2010,11388
43364,2000,5781
43364,2005,5626
43364,2010,5554
43367,2000,11821
43367,2005,11203
43367,2010,10564
43368,2000,17956
43368,2005,17381
43368,2010,16594
43369,2010,11247
43403,2000,28021
43403,2005,29107
43403,2010,31234
43404,2000,28360
43404,2005,32434
43404,2010,37734
43423,2000,4657
43423,2005,4687
43423,2010,4429
43424,2000,8954
43424,2005,8621
43424,2010,7877
43425,2000,1824
43425,2005,1708
43425,2010,1606
43428,2000,7300
43428,2005,7081
43428,2010,6716
43432,2000,5728
43432,2005,6352
43432,2010,6792
43433,2005,12254
43433,2010,11972
43441,2000,18532
43441,2005,18116
43441,2010,17888
43442,2000,8145
43442,2005,8492
43442,2010,8676
43443,2000,32160
43443,2005,32782
43443,2010,32676
43444,2000,12012
43444,2005,11604
43444,2010,11181
43447,2005,18761
43447,2010,16981
43468,2005,13232
43468,2010,12715
43482,2000,17021
43482,2005,20840
43482,2010,19316
43484,2000,5741
43484,2005,5424
43484,2010,5062
43501,2000,11975
43501,2005,11647
43501,2010,11075
43505,2000,12072
43505,2005,11398
43505,2010,10554
43506,2000,5018
43506,2005,4726
43506,2010,4375
43507,2000,2706
43507,2005,2597
43507,2010,2405
43510,2000,5526
43510,2005,5398
43510,2010,4934
43511,2000,1530
43511,2005,1358
43511,2010,1205
43512,2000,4104
43512,2005,3901
43512,2010,3681
43513,2000,5201
43513,2005,4786
43513,2010,4249
43514,2005,17300
43514,2010,16638
43531,2000,9436
43531,2005,8927
43531,2010,8314
44000,2000,1221140
44000,2005,1209571
44000,2010,1196529
44201,2000,436470
44201,2005,462317
44201,2010,474094
44202,2000,126523
44202,2005,126959
44202,2010,125385
44203,2000,67083
44203,2005,84368
44203,2010,84312
44204,2000,62507
44204,2005,74165
44204,2010,70940
44205,2000,50120
44205,2005,80297
44205,2010,76951
44206,2000,35786
44206,2005,43352
44206,2010,41469
44207,2000,23164
44207,2005,21456
44207,2010,19917
44208,2000,17489
44208,2005,26534
44208,2010,24423
44209,2000,18506
44209,2005,25114
44209,2010,23906
44210,2000,22746
44210,2005,33567
44210,2010,32083
44211,2000,49312
44211,2005,60809
44211,2010,59008
44212,2005,41548
44212,2010,39452
44213,2005,35386
44213,2010,34702
44214,2010,32002
44322,2000,2761
44322,2005,2469
44322,2010,2189
44341,2000,26142
44341,2005,27640
44341,2010,28221
44461,2000,11566
44461,2005,11108
44461,2010,10421
44462,2000,18988
44462,2005,18276
44462,2010,17054
45000,2000,1170007
45000,2005,1153042
45000,2010,1135233
45201,2000,305755
45201,2005,310123
45201,2010,400583
45202,2000,131922
45202,2005,133062
45202,2010,169602
45203,2000,124761
45203,2005,121635
45203,2010,131182
45204,2000,45998
45204,2005,44227
45204,2010,57689
45205,2000,40346
45205,2005,38923
45205,2010,48270
45206,2000,58996
45206,2005,58666
45206,2010,63223
45207,2000,23647
