municipality_code,name,prefecture,kana,population,scraper_type,scraper_base_url,tenant_id,press_rss_url,opendata_url,tier,is_active,notes,homepage_url,homepage_source,rss_status,rss_last_updated,rss_item_count,rss_error,rss_checked_at
01212,留萌市,北海道,ルモイシ,,unknown,,,,,3,false,,http://www.rumoi.com/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:16:52
01213,苫小牧市,北海道,トマコマイシ,,unknown,,,,,3,false,,https://www.city.tomakomai.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:16:52
01214,稚内市,北海道,ワッカナイシ,,unknown,,,,,3,false,,https://www.city.wakkanai.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:16:52
01215,美唄市,北海道,ビバイシ,,unknown,,,https://www.city.bibai.hokkaido.jp/rss/10/list6.xml,,3,false,,https://www.city.bibai.hokkaido.jp/,guess,確認済,2026-05-27T08:00:00,100,,2026-05-27T23:16:53
01216,芦別市,北海道,アシベツシ,,unknown,,,https://www.city.ashibetsu.hokkaido.jp/oshirase/rss.xml,,3,false,,https://www.city.ashibetsu.hokkaido.jp/,guess,確認済,2026-05-27T07:20:16,20,,2026-05-27T23:16:54
01217,江別市,北海道,エベツシ,,unknown,,,,,3,false,,https://www.ebetu.jp/,guess,失敗,,,RSSフィードを発見できず(28候補試行),2026-05-27T23:16:56
01218,赤平市,北海道,アカビラシ,,unknown,,,https://www.city.akabira.hokkaido.jp/docs/rss.xml,,3,false,,https://www.city.akabira.hokkaido.jp/,guess,確認済,2026-05-27T08:05:40,20,,2026-05-27T23:16:57
01219,紋別市,北海道,モンベツシ,,unknown,,,,,3,false,,https://www.mombetsu.jp/,guess,失敗,,,RSSフィードを発見できず(27候補試行),2026-05-27T23:16:58
01220,士別市,北海道,シベツシ,,unknown,,,,,3,false,,https://www.sibetu.com/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:16:58
01221,名寄市,北海道,ナヨロシ,,unknown,,,,,3,false,,https://www.city.nayoro.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:16:59
01222,三笠市,北海道,ミカサシ,,unknown,,,,,3,false,,https://www.city.mikasa.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:16:59
01223,根室市,北海道,ネムロシ,,unknown,,,,,3,false,,https://www.city.nemuro.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:17:00
01224,千歳市,北海道,チトセシ,,unknown,,,https://www.city.chitose.lg.jp/news.rss,,3,false,,https://www.city.chitose.lg.jp/,guess,確認済,2026-05-27T08:10:24,50,,2026-05-27T23:17:01
01225,滝川市,北海道,タキカワシ,,unknown,,,,,3,false,,https://www.city.takikawa.lg.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:17:04
01226,砂川市,北海道,スナガワシ,,unknown,,,https://www.city.sunagawa.hokkaido.jp/rss/feed.rss,,3,false,,https://www.city.sunagawa.hokkaido.jp/,guess,確認済,2026-05-27T07:14:15,15,,2026-05-27T23:17:04
01227,歌志内市,北海道,ウタシナイシ,,unknown,,,,,3,false,,https://www.city.utashinai.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:17:05
01228,深川市,北海道,フカガワシ,,unknown,,,https://www.city.fukagawa.lg.jp/cms/rss.xml,,3,false,,https://www.city.fukagawa.lg.jp/,guess,確認済,2026-05-27T02:39:36,20,,2026-05-27T23:17:06
01229,富良野市,北海道,フラノシ,,unknown,,,https://www.city.furano.hokkaido.jp/life/docs/rss.xml,,3,false,,https://www.city.furano.hokkaido.jp/,guess,確認済,2026-05-27T08:30:00,100,,2026-05-27T23:17:06
01230,登別市,北海道,ノボリベツシ,,unknown,,,https://www.city.noboribetsu.lg.jp/categories/kubun/messages/index.rss,,3,false,,https://www.city.noboribetsu.lg.jp/,guess,確認済,2026-05-26T15:00:00,10,,2026-05-27T23:17:08
01231,恵庭市,北海道,エニワシ,,unknown,,,,,3,false,,https://www.city.eniwa.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:17:08
01233,伊達市,北海道,ダテシ,,unknown,,,,,3,false,,https://www.city.date.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:17:08
01234,北広島市,北海道,キタヒロシマシ,,unknown,,,https://www.city.kitahiroshima.hokkaido.jp/hotnews/rss.rdf,,3,false,,https://www.city.kitahiroshima.hokkaido.jp/,guess,確認済,2026-05-26T15:00:00,10,,2026-05-27T23:17:09
01235,石狩市,北海道,イシカリシ,,unknown,,,https://www.city.ishikari.hokkaido.jp/news.rss,,3,false,,https://www.city.ishikari.hokkaido.jp/,guess,確認済,2026-05-27T03:00:05,33,,2026-05-27T23:17:10
01236,北斗市,北海道,ホクトシ,,unknown,,,https://www.city.hokuto.hokkaido.jp/topics/rss.xml,,3,false,,https://www.city.hokuto.hokkaido.jp/,guess,確認済,2026-05-26T05:58:00,100,,2026-05-27T23:17:13
01303,当別町,北海道,トウベツチョウ,,unknown,,,,,3,false,,https://www.town.tobetsu.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:17:13
01304,新篠津村,北海道,シンシノツムラ,,unknown,,,,,3,false,,https://www.vill.shinshinotsu.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:17:15
01331,松前町,北海道,マツマエチョウ,,unknown,,,,,3,false,,https://www.town.matsumae.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:17:15
01332,福島町,北海道,フクシマチョウ,,unknown,,,https://www.town.fukushima.hokkaido.jp/rss/,,3,false,,https://www.town.fukushima.hokkaido.jp/,guess,確認済,2016-01-04T21:28:30,7,,2026-05-27T23:17:15
01333,知内町,北海道,シリウチチョウ,,unknown,,,https://www.town.shiriuchi.hokkaido.jp/rss/whatsnew.rdf,,3,false,,https://www.town.shiriuchi.hokkaido.jp/,guess,確認済,2026-05-22T08:30:00,742,,2026-05-27T23:17:16
01334,木古内町,北海道,キコナイチョウ,,unknown,,,,,3,false,,https://www.town.kikonai.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:17:18
01337,七飯町,北海道,ナナエチョウ,,unknown,,,,,3,false,,https://www.town.nanae.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:17:18
01343,鹿部町,北海道,シカベチョウ,,unknown,,,,,3,false,,https://www.town.shikabe.lg.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:17:19
01345,森町,北海道,モリマチ,,unknown,,,https://www.town.hokkaido-mori.lg.jp//cgi-bin/feed.php?siteNew=1&displayRange=90,,3,false,,https://www.town.hokkaido-mori.lg.jp/,guess,確認済,2026-05-27T07:47:00,20,,2026-05-27T23:17:22
01346,八雲町,北海道,ヤクモチョウ,,unknown,,,,,3,false,,https://mail.bussan.hakodate.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:17:22
01347,長万部町,北海道,オシャマンベチョウ,,unknown,,,https://oshamanbe.net/feed/,,3,false,,https://oshamanbe.net/,guess,確認済,2022-09-19T08:35:27,1,,2026-05-27T23:17:23
01361,江差町,北海道,エサシチョウ,,unknown,,,,,3,false,,https://www.hokkaido-esashi.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:17:23
01362,上ノ国町,北海道,カミノクニチョウ,,unknown,,,,,3,false,,https://www.town.kaminokuni.lg.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:17:25
01363,厚沢部町,北海道,アッサブチョウ,,unknown,,,https://www.town.assabu.lg.jp/rss/10/list1.xml,,3,false,,https://www.town.assabu.lg.jp/,guess,確認済,2026-05-27T15:00:00,100,,2026-05-27T23:17:25
01364,乙部町,北海道,オトベチョウ,,unknown,,,https://www.town.otobe.lg.jp/rss.xml,,3,false,,https://www.town.otobe.lg.jp/,guess,確認済,2026-05-08T00:22:52,20,,2026-05-27T23:17:26
01367,奥尻町,北海道,オクシリチョウ,,unknown,,,,,3,false,,https://www.town.okushiri.lg.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:17:26
01370,今金町,北海道,イマカネチョウ,,unknown,,,,,3,false,,https://www.town.imakane.lg.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:17:27
01371,せたな町,北海道,セタナチョウ,,unknown,,,https://www.town.setana.lg.jp/atom.xml,,3,false,,https://www.town.setana.lg.jp/,guess,確認済,2026-05-26T10:30:02,15,,2026-05-27T23:17:28
01391,島牧村,北海道,シママキムラ,,unknown,,,,,3,false,,https://www.vill.shimamaki.lg.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:17:30
01392,寿都町,北海道,スッツチョウ,,unknown,,,,,3,false,,http://www.town.suttu.lg.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:17:31
01393,黒松内町,北海道,クロマツナイチョウ,,unknown,,,https://kuromatsunai.jp/rss/,,3,false,,https://kuromatsunai.jp/,guess,確認済,2022-02-17T05:44:13,7,,2026-05-27T23:17:32
01394,蘭越町,北海道,ランコシチョウ,,unknown,,,,,3,false,,https://www.town.rankoshi.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:17:32
01395,ニセコ町,北海道,ニセコチョウ,,unknown,,,,,3,false,,https://www.town.niseko.lg.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:17:32
01396,真狩村,北海道,マッカリムラ,,unknown,,,,,3,false,,https://www.vill.makkari.lg.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:17:34
01397,留寿都村,北海道,ルスツムラ,,unknown,,,https://www.vill.rusutsu.lg.jp/hotnews/rss.rdf,,3,false,,https://www.vill.rusutsu.lg.jp/,guess,確認済,2026-05-24T15:00:00,10,,2026-05-27T23:17:36
01398,喜茂別町,北海道,キモベツチョウ,,unknown,,,,,3,false,,https://www.town.kimobetsu.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:17:37
01399,京極町,北海道,キョウゴクチョウ,,unknown,,,,,3,false,,https://www.kyogoku.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:17:37
01400,倶知安町,北海道,クッチャンチョウ,,unknown,,,https://www.town.kutchan.hokkaido.jp/rss.xml,,3,false,,https://www.town.kutchan.hokkaido.jp/,guess,確認済,2026-05-19T08:00:00,5,,2026-05-27T23:17:40
01401,共和町,北海道,キョウワチョウ,,unknown,,,,,3,false,,https://www.kyohwa.jp/,guess,失敗,,,RSSフィードを発見できず(27候補試行),2026-05-27T23:17:40
01402,岩内町,北海道,イワナイチョウ,,unknown,,,https://www.town.iwanai.hokkaido.jp/rss/,,3,false,,https://www.town.iwanai.hokkaido.jp/,guess,確認済,2026-05-27T04:32:52,10,,2026-05-27T23:17:40
01403,泊村,北海道,トマリムラ,,unknown,,,https://www.vill.tomari.hokkaido.jp/new_info/rss.xml,,3,false,,https://www.vill.tomari.hokkaido.jp/,guess,確認済,2026-05-26T01:38:23,76,,2026-05-27T23:17:41
01404,神恵内村,北海道,カモエナイムラ,,unknown,,,,,3,false,,https://www.vill.kamoenai.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:17:42
01405,積丹町,北海道,シャコタンチョウ,,unknown,,,https://www.town.shakotan.lg.jp/feed.xml,,3,false,,https://www.town.shakotan.lg.jp/,guess,確認済,2026-05-27T09:00:01,15,,2026-05-27T23:17:43
01406,古平町,北海道,フルビラチョウ,,unknown,,,,,3,false,,https://www.town.furubira.lg.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:17:44
01407,仁木町,北海道,ニキチョウ,,unknown,,,https://www.town.niki.hokkaido.jp/rss.xml,,3,false,,https://www.town.niki.hokkaido.jp/,guess,確認済,2026-05-25T23:30:00,6,,2026-05-27T23:17:45
01408,余市町,北海道,ヨイチチョウ,,unknown,,,,,3,false,,http://www.yoiti.com/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:17:45
01409,赤井川村,北海道,アカイガワムラ,,unknown,,,https://www.akaigawa.com/feed/,,3,false,,https://www.akaigawa.com/,guess,確認済,2026-05-22T09:14:33,8,,2026-05-27T23:17:47
01423,南幌町,北海道,ナンポロチョウ,,unknown,,,https://www.town.nanporo.hokkaido.jp/rss/,,3,false,,https://www.town.nanporo.hokkaido.jp/,guess,確認済,2026-05-26T06:00:00,10,,2026-05-27T23:17:47
01424,奈井江町,北海道,ナイエチョウ,,unknown,,,,,3,false,,https://www.town.naie.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:17:47
01425,上砂川町,北海道,カミスナガワチョウ,,unknown,,,,,3,false,,https://town.kamisunagawa.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:17:49
01427,由仁町,北海道,ユニチョウ,,unknown,,,,,3,false,,https://www.town.yuni.lg.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:17:49
01428,長沼町,北海道,ナガヌマチョウ,,unknown,,,,,3,false,,https://naganuma.net/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:17:50
01429,栗山町,北海道,クリヤマチョウ,,unknown,,,https://www.town.kuriyama.hokkaido.jp/rss/10/list6.xml,,3,false,,https://www.town.kuriyama.hokkaido.jp/,guess,確認済,2026-05-27T02:00:00,100,,2026-05-27T23:17:50
01430,月形町,北海道,ツキガタチョウ,,unknown,,,https://www.town.tsukigata.hokkaido.jp/rss/10/list6.xml,,3,false,,https://www.town.tsukigata.hokkaido.jp/,guess,確認済,2026-04-19T15:00:00,3,,2026-05-27T23:17:52
01431,浦臼町,北海道,ウラウスチョウ,,unknown,,,,,3,false,,https://www.town.urausu.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:17:53
01432,新十津川町,北海道,シントツカワチョウ,,unknown,,,,,3,false,,https://www.town.shintotsukawa.lg.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:17:55
01433,妹背牛町,北海道,モセウシチョウ,,unknown,,,https://www.town.moseushi.hokkaido.jp/rss/feed.rss,,3,false,,https://www.town.moseushi.hokkaido.jp/,guess,確認済,2026-05-20T23:30:00,15,,2026-05-27T23:17:57
01434,秩父別町,北海道,チップベツチョウ,,unknown,,,,,3,false,,https://www.town.chippubetsu.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:18:00
01436,雨竜町,北海道,ウリュウチョウ,,unknown,,,https://www.town.uryu.hokkaido.jp/docs/rss.xml,,3,false,,https://www.town.uryu.hokkaido.jp/,guess,確認済,2026-05-27T09:37:01,20,,2026-05-27T23:18:00
01437,北竜町,北海道,ホクリュウチョウ,,unknown,,,,,3,false,,https://www.town.hokuryu.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:18:00
01438,沼田町,北海道,ヌマタチョウ,,unknown,,,https://www.town.numata.hokkaido.jp/rss.xml,,3,false,,https://www.town.numata.hokkaido.jp/,guess,確認済,2026-05-25T02:41:53,8,,2026-05-27T23:18:01
01452,鷹栖町,北海道,タカスチョウ,,unknown,,,https://www.town.takasu.hokkaido.jp/rss/10/list1.xml,,3,false,,https://www.town.takasu.hokkaido.jp/,guess,確認済,2026-05-27T00:00:00,25,,2026-05-27T23:18:03
01453,東神楽町,北海道,ヒガシカグラチョウ,,unknown,,,https://www.town.higashikagura.lg.jp/topics/rss.xml,,3,false,,https://www.town.higashikagura.lg.jp/,guess,確認済,2026-05-27T02:14:58,100,,2026-05-27T23:18:03
01454,当麻町,北海道,トウマチョウ,,unknown,,,,,3,false,,https://touma.jp/,guess,失敗,,,RSSフィードを発見できず(27候補試行),2026-05-27T23:18:03
01455,比布町,北海道,ピップチョウ,,unknown,,,https://www.town.pippu.hokkaido.jp/cms/rss.xml,,3,false,,https://www.town.pippu.hokkaido.jp/,guess,確認済,2026-05-25T06:55:30,51,,2026-05-27T23:18:04
01456,愛別町,北海道,アイベツチョウ,,unknown,,,,,3,false,,https://www.town.aibetsu.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:18:05
01457,上川町,北海道,カミカワチョウ,,unknown,,,https://www.town.hokkaido-kamikawa.lg.jp/rss.xml,,3,false,,https://www.town.hokkaido-kamikawa.lg.jp/,guess,確認済,2026-05-25T15:00:00,9,,2026-05-27T23:18:05
01458,東川町,北海道,ヒガシカワチョウ,,unknown,,,https://higasikawa.jp/?feed=rss2,,3,false,,https://higasikawa.jp/,guess,確認済,2026-05-21T06:14:55,10,,2026-05-27T23:18:06
01459,美瑛町,北海道,ビエイチョウ,,unknown,,,,,3,false,,https://www.town.biei.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:18:07
01460,上富良野町,北海道,カミフラノチョウ,,unknown,,,,,3,false,,https://www.town.kamifurano.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:18:07
01461,中富良野町,北海道,ナカフラノチョウ,,unknown,,,,,3,false,,https://www.town.nakafurano.lg.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:18:08
01462,南富良野町,北海道,ミナミフラノチョウ,,unknown,,,https://www.town.minamifurano.hokkaido.jp/rss/,,3,false,,https://www.town.minamifurano.hokkaido.jp/,guess,確認済,2026-05-27T06:21:10,10,,2026-05-27T23:18:10
01463,占冠村,北海道,シムカップムラ,,unknown,,,,,3,false,,https://www.vill.shimukappu.lg.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:18:11
01464,和寒町,北海道,ワッサムチョウ,,unknown,,,https://www.town.wassamu.hokkaido.jp/feed/,,3,false,,https://www.town.wassamu.hokkaido.jp/,guess,確認済,2026-05-22T01:33:02,10,,2026-05-27T23:18:12
01465,剣淵町,北海道,ケンブチチョウ,,unknown,,,https://www.town.kembuchi.hokkaido.jp/rss/,,3,false,,https://www.town.kembuchi.hokkaido.jp/,guess,確認済,2026-05-25T02:32:54,49,,2026-05-27T23:18:13
01468,下川町,北海道,シモカワチョウ,,unknown,,,,,3,false,,https://www.town.shimokawa.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:18:15
01469,美深町,北海道,ビフカチョウ,,unknown,,,https://www.town.bifuka.hokkaido.jp/cms/rss.xml,,3,false,,https://www.town.bifuka.hokkaido.jp/,guess,確認済,2026-05-27T12:10:00,99,,2026-05-27T23:18:16
01470,音威子府村,北海道,オトイネップムラ,,unknown,,,https://www.vill.otoineppu.hokkaido.jp/rss/feed.rss,,3,false,,https://www.vill.otoineppu.hokkaido.jp/,guess,確認済,2026-05-27T00:44:05,15,,2026-05-27T23:18:16
01471,中川町,北海道,ナカガワチョウ,,unknown,,,https://www.town.nakagawa.hokkaido.jp/rss.xml,,3,false,,https://www.town.nakagawa.hokkaido.jp/,guess,確認済,2026-05-27T04:45:11,10,,2026-05-27T23:18:16
01472,幌加内町,北海道,ホロカナイチョウ,,unknown,,,https://www.town.horokanai.hokkaido.jp/feed,,3,false,,https://www.town.horokanai.hokkaido.jp/,guess,確認済,2026-05-27T01:00:45,10,,2026-05-27T23:18:17
01481,増毛町,北海道,マシケチョウ,,unknown,,,,,3,false,,https://www.town.mashike.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:18:17
01482,小平町,北海道,オビラチョウ,,unknown,,,,,3,false,,https://www.town.obira.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:18:18
01483,苫前町,北海道,トママエチョウ,,unknown,,,,,3,false,,https://www.town.tomamae.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:18:18
01484,羽幌町,北海道,ハボロチョウ,,unknown,,,https://www.town.haboro.lg.jp/rss/feed.rss,,3,false,,https://www.town.haboro.lg.jp/,guess,確認済,2026-05-22T00:06:06,15,,2026-05-27T23:18:18
01485,初山別村,北海道,ショサンベツムラ,,unknown,,,,,3,false,,https://www.vill.shosanbetsu.lg.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:18:19
01486,遠別町,北海道,エンベツチョウ,,unknown,,,https://www.town.embetsu.hokkaido.jp/c90/rss.xml,,3,false,,https://www.town.embetsu.hokkaido.jp/,guess,確認済,2026-05-27T00:42:12,37,,2026-05-27T23:18:20
01487,天塩町,北海道,テシオチョウ,,unknown,,,,,3,false,,https://www.teshio.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:18:22
01511,猿払村,北海道,サルフツムラ,,unknown,,,,,3,false,,https://www.vill.sarufutsu.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:18:22
01512,浜頓別町,北海道,ハマトンベツチョウ,,unknown,,,,,3,false,,http://www.town.hamatonbetsu.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:18:22
01513,中頓別町,北海道,ナカトンベツチョウ,,unknown,,,,,3,false,,https://www.town.nakatombetsu.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:18:24
01514,枝幸町,北海道,エサシチョウ,,unknown,,,,,3,false,,https://www.hokkaido-esashi.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:18:25
01516,豊富町,北海道,トヨトミチョウ,,unknown,,,https://www.town.toyotomi.hokkaido.jp/rss.xml,,3,false,,https://www.town.toyotomi.hokkaido.jp/,guess,確認済,2026-05-27T00:23:08,21,,2026-05-27T23:18:27
01517,礼文町,北海道,レブンチョウ,,unknown,,,,,3,false,,https://www.town.rebun.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:18:27
01518,利尻町,北海道,リシリチョウ,,unknown,,,,,3,false,,https://rishiri.jp/,guess,失敗,,,RSSフィードを発見できず(28候補試行),2026-05-27T23:18:28
01519,利尻富士町,北海道,リシリフジチョウ,,unknown,,,,,3,false,,https://www.town.rishirifuji.hokkaido.jp/rishirifuji/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:18:29
01520,幌延町,北海道,ホロノベチョウ,,unknown,,,https://www.town.horonobe.lg.jp/www4/rss.xml,,3,false,,https://www.town.horonobe.lg.jp/,guess,確認済,2026-05-25T02:59:55,43,,2026-05-27T23:18:30
01543,美幌町,北海道,ビホロチョウ,,unknown,,,https://www.town.bihoro.hokkaido.jp/rss/10/list1.xml,,3,false,,https://www.town.bihoro.hokkaido.jp/,guess,確認済,2026-05-27T15:00:00,100,,2026-05-27T23:18:30
01544,津別町,北海道,ツベツチョウ,,unknown,,,https://www.town.tsubetsu.hokkaido.jp/cgi-bin/feed.php?displayCount=10&displayRange=90,,3,false,,https://www.town.tsubetsu.hokkaido.jp/,guess,確認済,2026-05-26T02:24:58,10,,2026-05-27T23:18:31
01545,斜里町,北海道,シャリチョウ,,unknown,,,,,3,false,,https://www.town.shari.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(27候補試行),2026-05-27T23:18:32
01546,清里町,北海道,キヨサトチョウ,,unknown,,,,,3,false,,https://www.town.kiyosato.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:18:32
01547,小清水町,北海道,コシミズチョウ,,unknown,,,,,3,false,,https://www.town.koshimizu.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:18:32
01549,訓子府町,北海道,クンネップチョウ,,unknown,,,,,3,false,,https://www.town.kunneppu.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:18:38
01550,置戸町,北海道,オケトチョウ,,unknown,,,,,3,false,,https://www.town.oketo.hokkaido.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:18:39
01552,佐呂間町,北海道,サロマチョウ,,unknown,,,https://www.town.saroma.hokkaido.jp/rss/feed.rss,,3,false,,https://www.town.saroma.hokkaido.jp/,guess,確認済,2026-05-27T06:35:16,15,,2026-05-27T23:18:39
01555,遠軽町,北海道,エンガルチョウ,,unknown,,,,,3,false,,https://www.engaru.jp/,guess,失敗,,,RSSフィードを発見できず(26候補試行),2026-05-27T23:18:43
