municipality_code,used_apartment_median_price_man_yen,used_apartment_sample_size,used_apartment_median_unit_price_yen,used_apartment_avg_building_age,emergency_shelter_count,emergency_shelter_official_link,population_2025_estimated,population_2050_estimated,population_change_2025_2050_pct,medical_facility_count,medical_hospital_count,medical_clinic_count,childcare_facility_count,kindergarten_count,nursery_count,reinfolib_loaded_at,reinfolib_source_url
19368,,0,,,641,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.5433,138.4027&z=12",547870,450358,-17.8,102,8,50,7,2,5,2026-05-28T06:18:14.025518+00:00,https://www.reinfolib.mlit.go.jp/
19384,1765,2,228039,30,815,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.6279,138.5336&z=12",701271,565360,-19.38,737,35,432,13,0,13,2026-05-28T06:19:58.604889+00:00,https://www.reinfolib.mlit.go.jp/
19422,,0,,,314,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.5059,139.013&z=12",425528,312205,-26.63,19,2,12,1,0,1,2026-05-28T06:21:30.551709+00:00,https://www.reinfolib.mlit.go.jp/
19423,,0,,,422,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.5309,138.8357&z=12",595186,474497,-20.28,175,5,104,2,0,2,2026-05-28T06:23:17.774351+00:00,https://www.reinfolib.mlit.go.jp/
19424,,0,,,365,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.4596,138.856&z=12",525269,413762,-21.23,145,4,87,5,1,4,2026-05-28T06:24:51.735515+00:00,https://www.reinfolib.mlit.go.jp/
19425,375,2,50000,34.5,343,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.423,138.8775&z=12",670401,527739,-21.28,108,4,67,2,0,2,2026-05-28T06:26:25.820223+00:00,https://www.reinfolib.mlit.go.jp/
19429,,0,,,365,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.4278,138.6983&z=12",525269,413762,-21.23,128,2,77,1,0,1,2026-05-28T06:28:15.338899+00:00,https://www.reinfolib.mlit.go.jp/
19430,880,1,146666,34,771,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.4871,138.6879&z=12",688451,556261,-19.2,46,1,28,13,0,13,2026-05-28T06:29:55.468470+00:00,https://www.reinfolib.mlit.go.jp/
19442,,0,,,223,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.7477,138.9428&z=12",179596,111130,-38.12,8,0,7,,,,2026-05-28T06:31:29.117592+00:00,https://www.reinfolib.mlit.go.jp/
19443,,0,,,223,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.8015,138.9059&z=12",179596,111130,-38.12,6,0,5,,,,2026-05-28T06:32:58.215528+00:00,https://www.reinfolib.mlit.go.jp/
