municipality_code,name,prefecture,kana,population,scraper_type,scraper_base_url,tenant_id,press_rss_url,opendata_url,tier,is_active,notes
01332,福島町,北海道,フクシマチョウ,,unknown,,,,,3,false,
01333,知内町,北海道,シリウチチョウ,,unknown,,,,,3,false,
01334,木古内町,北海道,キコナイチョウ,,unknown,,,,,3,false,
01337,七飯町,北海道,ナナエチョウ,,unknown,,,,,3,false,
01343,鹿部町,北海道,シカベチョウ,,unknown,,,,,3,false,
01345,森町,北海道,モリマチ,,unknown,,,,,3,false,
01346,八雲町,北海道,ヤクモチョウ,,unknown,,,,,3,false,
01347,長万部町,北海道,オシャマンベチョウ,,unknown,,,,,3,false,
01361,江差町,北海道,エサシチョウ,,unknown,,,,,3,false,
01362,上ノ国町,北海道,カミノクニチョウ,,unknown,,,,,3,false,
01363,厚沢部町,北海道,アッサブチョウ,,unknown,,,,,3,false,
01364,乙部町,北海道,オトベチョウ,,unknown,,,,,3,false,
01367,奥尻町,北海道,オクシリチョウ,,unknown,,,,,3,false,
01370,今金町,北海道,イマカネチョウ,,unknown,,,,,3,false,
01371,せたな町,北海道,セタナチョウ,,unknown,,,,,3,false,
01391,島牧村,北海道,シママキムラ,,unknown,,,,,3,false,
01392,寿都町,北海道,スッツチョウ,,unknown,,,,,3,false,
01393,黒松内町,北海道,クロマツナイチョウ,,unknown,,,,,3,false,
01394,蘭越町,北海道,ランコシチョウ,,unknown,,,,,3,false,
01395,ニセコ町,北海道,ニセコチョウ,,unknown,,,,,3,false,
01396,真狩村,北海道,マッカリムラ,,unknown,,,,,3,false,
01397,留寿都村,北海道,ルスツムラ,,unknown,,,,,3,false,
01398,喜茂別町,北海道,キモベツチョウ,,unknown,,,,,3,false,
01399,京極町,北海道,キョウゴクチョウ,,unknown,,,,,3,false,
01400,倶知安町,北海道,クッチャンチョウ,,unknown,,,,,3,false,
01401,共和町,北海道,キョウワチョウ,,unknown,,,,,3,false,
01402,岩内町,北海道,イワナイチョウ,,unknown,,,,,3,false,
01403,泊村,北海道,トマリムラ,,unknown,,,,,3,false,
01404,神恵内村,北海道,カモエナイムラ,,unknown,,,,,3,false,
01405,積丹町,北海道,シャコタンチョウ,,unknown,,,,,3,false,
01406,古平町,北海道,フルビラチョウ,,unknown,,,,,3,false,
01407,仁木町,北海道,ニキチョウ,,unknown,,,,,3,false,
01408,余市町,北海道,ヨイチチョウ,,unknown,,,,,3,false,
01409,赤井川村,北海道,アカイガワムラ,,unknown,,,,,3,false,
01423,南幌町,北海道,ナンポロチョウ,,unknown,,,,,3,false,
01424,奈井江町,北海道,ナイエチョウ,,unknown,,,,,3,false,
01425,上砂川町,北海道,カミスナガワチョウ,,unknown,,,,,3,false,
01427,由仁町,北海道,ユニチョウ,,unknown,,,,,3,false,
01428,長沼町,北海道,ナガヌマチョウ,,unknown,,,,,3,false,
01429,栗山町,北海道,クリヤマチョウ,,unknown,,,,,3,false,
01430,月形町,北海道,ツキガタチョウ,,unknown,,,,,3,false,
01431,浦臼町,北海道,ウラウスチョウ,,unknown,,,,,3,false,
01432,新十津川町,北海道,シントツカワチョウ,,unknown,,,,,3,false,
01433,妹背牛町,北海道,モセウシチョウ,,unknown,,,,,3,false,
01434,秩父別町,北海道,チップベツチョウ,,unknown,,,,,3,false,
01436,雨竜町,北海道,ウリュウチョウ,,unknown,,,,,3,false,
01437,北竜町,北海道,ホクリュウチョウ,,unknown,,,,,3,false,
01438,沼田町,北海道,ヌマタチョウ,,unknown,,,,,3,false,
01452,鷹栖町,北海道,タカスチョウ,,unknown,,,,,3,false,
01453,東神楽町,北海道,ヒガシカグラチョウ,,unknown,,,,,3,false,
01454,当麻町,北海道,トウマチョウ,,unknown,,,,,3,false,
01455,比布町,北海道,ピップチョウ,,unknown,,,,,3,false,
01456,愛別町,北海道,アイベツチョウ,,unknown,,,,,3,false,
01457,上川町,北海道,カミカワチョウ,,unknown,,,,,3,false,
01458,東川町,北海道,ヒガシカワチョウ,,unknown,,,,,3,false,
01459,美瑛町,北海道,ビエイチョウ,,unknown,,,,,3,false,
01460,上富良野町,北海道,カミフラノチョウ,,unknown,,,,,3,false,
01461,中富良野町,北海道,ナカフラノチョウ,,unknown,,,,,3,false,
01462,南富良野町,北海道,ミナミフラノチョウ,,unknown,,,,,3,false,
01463,占冠村,北海道,シムカップムラ,,unknown,,,,,3,false,
01464,和寒町,北海道,ワッサムチョウ,,unknown,,,,,3,false,
01465,剣淵町,北海道,ケンブチチョウ,,unknown,,,,,3,false,
01468,下川町,北海道,シモカワチョウ,,unknown,,,,,3,false,
01469,美深町,北海道,ビフカチョウ,,unknown,,,,,3,false,
01470,音威子府村,北海道,オトイネップムラ,,unknown,,,,,3,false,
01471,中川町,北海道,ナカガワチョウ,,unknown,,,,,3,false,
01472,幌加内町,北海道,ホロカナイチョウ,,unknown,,,,,3,false,
01481,増毛町,北海道,マシケチョウ,,unknown,,,,,3,false,
01482,小平町,北海道,オビラチョウ,,unknown,,,,,3,false,
01483,苫前町,北海道,トママエチョウ,,unknown,,,,,3,false,
01484,羽幌町,北海道,ハボロチョウ,,unknown,,,,,3,false,
01485,初山別村,北海道,ショサンベツムラ,,unknown,,,,,3,false,
01486,遠別町,北海道,エンベツチョウ,,unknown,,,,,3,false,
01487,天塩町,北海道,テシオチョウ,,unknown,,,,,3,false,
01511,猿払村,北海道,サルフツムラ,,unknown,,,,,3,false,
01512,浜頓別町,北海道,ハマトンベツチョウ,,unknown,,,,,3,false,
01513,中頓別町,北海道,ナカトンベツチョウ,,unknown,,,,,3,false,
01514,枝幸町,北海道,エサシチョウ,,unknown,,,,,3,false,
01516,豊富町,北海道,トヨトミチョウ,,unknown,,,,,3,false,
01517,礼文町,北海道,レブンチョウ,,unknown,,,,,3,false,
01518,利尻町,北海道,リシリチョウ,,unknown,,,,,3,false,
01519,利尻富士町,北海道,リシリフジチョウ,,unknown,,,,,3,false,
01520,幌延町,北海道,ホロノベチョウ,,unknown,,,,,3,false,
01543,美幌町,北海道,ビホロチョウ,,unknown,,,,,3,false,
01544,津別町,北海道,ツベツチョウ,,unknown,,,,,3,false,
01545,斜里町,北海道,シャリチョウ,,unknown,,,,,3,false,
01546,清里町,北海道,キヨサトチョウ,,unknown,,,,,3,false,
01547,小清水町,北海道,コシミズチョウ,,unknown,,,,,3,false,
01549,訓子府町,北海道,クンネップチョウ,,unknown,,,,,3,false,
01550,置戸町,北海道,オケトチョウ,,unknown,,,,,3,false,
01552,佐呂間町,北海道,サロマチョウ,,unknown,,,,,3,false,
01555,遠軽町,北海道,エンガルチョウ,,unknown,,,,,3,false,
01559,湧別町,北海道,ユウベツチョウ,,unknown,,,,,3,false,
01560,滝上町,北海道,タキノウエチョウ,,unknown,,,,,3,false,
01561,興部町,北海道,オコッペチョウ,,unknown,,,,,3,false,
01562,西興部村,北海道,ニシオコッペムラ,,unknown,,,,,3,false,
01563,雄武町,北海道,オウムチョウ,,unknown,,,,,3,false,
01564,大空町,北海道,オオゾラチョウ,,unknown,,,,,3,false,
01571,豊浦町,北海道,トヨウラチョウ,,unknown,,,,,3,false,
01575,壮瞥町,北海道,ソウベツチョウ,,unknown,,,,,3,false,
01578,白老町,北海道,シラオイチョウ,,unknown,,,,,3,false,
01581,厚真町,北海道,アツマチョウ,,unknown,,,,,3,false,
01584,洞爺湖町,北海道,トウヤコチョウ,,unknown,,,,,3,false,
01585,安平町,北海道,アビラチョウ,,unknown,,,,,3,false,
01586,むかわ町,北海道,ムカワチョウ,,unknown,,,,,3,false,
01601,日高町,北海道,ヒダカチョウ,,unknown,,,,,3,false,
01602,平取町,北海道,ビラトリチョウ,,unknown,,,,,3,false,
01604,新冠町,北海道,ニイカップチョウ,,unknown,,,,,3,false,
01607,浦河町,北海道,ウラカワチョウ,,unknown,,,,,3,false,
01608,様似町,北海道,サマニチョウ,,unknown,,,,,3,false,
01609,えりも町,北海道,エリモチョウ,,unknown,,,,,3,false,
01610,新ひだか町,北海道,シンヒダカチョウ,,unknown,,,,,3,false,
01631,音更町,北海道,オトフケチョウ,,unknown,,,,,3,false,
01632,士幌町,北海道,シホロチョウ,,unknown,,,,,3,false,
01633,上士幌町,北海道,カミシホロチョウ,,unknown,,,,,3,false,
01634,鹿追町,北海道,シカオイチョウ,,unknown,,,,,3,false,
01635,新得町,北海道,シントクチョウ,,unknown,,,,,3,false,
01636,清水町,北海道,シミズチョウ,,unknown,,,,,3,false,
01637,芽室町,北海道,メムロチョウ,,unknown,,,,,3,false,
01638,中札内村,北海道,ナカサツナイムラ,,unknown,,,,,3,false,
01639,更別村,北海道,サラベツムラ,,unknown,,,,,3,false,
01641,大樹町,北海道,タイキチョウ,,unknown,,,,,3,false,
01642,広尾町,北海道,ヒロオチョウ,,unknown,,,,,3,false,
01643,幕別町,北海道,マクベツチョウ,,unknown,,,,,3,false,
01644,池田町,北海道,イケダチョウ,,unknown,,,,,3,false,
01645,豊頃町,北海道,トヨコロチョウ,,unknown,,,,,3,false,
01646,本別町,北海道,ホンベツチョウ,,unknown,,,,,3,false,
01647,足寄町,北海道,アショロチョウ,,unknown,,,,,3,false,
01648,陸別町,北海道,リクベツチョウ,,unknown,,,,,3,false,
01649,浦幌町,北海道,ウラホロチョウ,,unknown,,,,,3,false,
01661,釧路町,北海道,クシロチョウ,,unknown,,,,,3,false,
01662,厚岸町,北海道,アッケシチョウ,,unknown,,,,,3,false,
01663,浜中町,北海道,ハマナカチョウ,,unknown,,,,,3,false,
01664,標茶町,北海道,シベチャチョウ,,unknown,,,,,3,false,
01665,弟子屈町,北海道,テシカガチョウ,,unknown,,,,,3,false,
01667,鶴居村,北海道,ツルイムラ,,unknown,,,,,3,false,
01668,白糠町,北海道,シラヌカチョウ,,unknown,,,,,3,false,
01691,別海町,北海道,ベツカイチョウ,,unknown,,,,,3,false,
01692,中標津町,北海道,ナカシベツチョウ,,unknown,,,,,3,false,
01693,標津町,北海道,シベツチョウ,,unknown,,,,,3,false,
01694,羅臼町,北海道,ラウスチョウ,,unknown,,,,,3,false,
01695,色丹村,北海道,シコタンムラ,,unknown,,,,,3,false,
01696,泊村,北海道,トマリムラ,,unknown,,,,,3,false,
01697,留夜別村,北海道,ルヤベツムラ,,unknown,,,,,3,false,
01698,留別村,北海道,ルベツムラ,,unknown,,,,,3,false,
01699,紗那村,北海道,シャナムラ,,unknown,,,,,3,false,
01700,蘂取村,北海道,シベトロムラ,,unknown,,,,,3,false,
02000,青森県,青森県,アオモリケン,,unknown,,,,,3,false,prefecture_aggregate
02201,青森市,青森県,アオモリシ,,unknown,,,,,3,false,
02202,弘前市,青森県,ヒロサキシ,,unknown,,,,,3,false,
02203,八戸市,青森県,ハチノヘシ,,unknown,,,,,3,false,
02204,黒石市,青森県,クロイシシ,,unknown,,,,,3,false,
02205,五所川原市,青森県,ゴショガワラシ,,unknown,,,,,3,false,
02206,十和田市,青森県,トワダシ,,unknown,,,,,3,false,
02207,三沢市,青森県,ミサワシ,,unknown,,,,,3,false,
02208,むつ市,青森県,ムツシ,,unknown,,,,,3,false,
02209,つがる市,青森県,ツガルシ,,unknown,,,,,3,false,
02210,平川市,青森県,ヒラカワシ,,unknown,,,,,3,false,
02301,平内町,青森県,ヒラナイマチ,,unknown,,,,,3,false,
02303,今別町,青森県,イマベツマチ,,unknown,,,,,3,false,
02304,蓬田村,青森県,ヨモギタムラ,,unknown,,,,,3,false,
02307,外ヶ浜町,青森県,ソトガハママチ,,unknown,,,,,3,false,
02321,鰺ヶ沢町,青森県,アジガサワマチ,,unknown,,,,,3,false,
02323,深浦町,青森県,フカウラマチ,,unknown,,,,,3,false,
02343,西目屋村,青森県,ニシメヤムラ,,unknown,,,,,3,false,
02361,藤崎町,青森県,フジサキマチ,,unknown,,,,,3,false,
02362,大鰐町,青森県,オオワニマチ,,unknown,,,,,3,false,
02367,田舎館村,青森県,イナカダテムラ,,unknown,,,,,3,false,
02381,板柳町,青森県,イタヤナギマチ,,unknown,,,,,3,false,
02384,鶴田町,青森県,ツルタマチ,,unknown,,,,,3,false,
02387,中泊町,青森県,ナカドマリマチ,,unknown,,,,,3,false,
02401,野辺地町,青森県,ノヘジマチ,,unknown,,,,,3,false,
02402,七戸町,青森県,シチノヘマチ,,unknown,,,,,3,false,
02405,六戸町,青森県,ロクノヘマチ,,unknown,,,,,3,false,
02406,横浜町,青森県,ヨコハママチ,,unknown,,,,,3,false,
02408,東北町,青森県,トウホクマチ,,unknown,,,,,3,false,
02411,六ヶ所村,青森県,ロッカショムラ,,unknown,,,,,3,false,
02412,おいらせ町,青森県,オイラセチョウ,,unknown,,,,,3,false,
02423,大間町,青森県,オオママチ,,unknown,,,,,3,false,
02424,東通村,青森県,ヒガシドオリムラ,,unknown,,,,,3,false,
02425,風間浦村,青森県,カザマウラムラ,,unknown,,,,,3,false,
02426,佐井村,青森県,サイムラ,,unknown,,,,,3,false,
02441,三戸町,青森県,サンノヘマチ,,unknown,,,,,3,false,
02442,五戸町,青森県,ゴノヘマチ,,unknown,,,,,3,false,
02443,田子町,青森県,タッコマチ,,unknown,,,,,3,false,
02445,南部町,青森県,ナンブチョウ,,unknown,,,,,3,false,
02446,階上町,青森県,ハシカミチョウ,,unknown,,,,,3,false,
02450,新郷村,青森県,シンゴウムラ,,unknown,,,,,3,false,
03000,岩手県,岩手県,イワテケン,,unknown,,,,,3,false,prefecture_aggregate
03201,盛岡市,岩手県,モリオカシ,,unknown,,,,,3,false,
03202,宮古市,岩手県,ミヤコシ,,unknown,,,,,3,false,
03203,大船渡市,岩手県,オオフナトシ,,unknown,,,,,3,false,
03205,花巻市,岩手県,ハナマキシ,,unknown,,,,,3,false,
03206,北上市,岩手県,キタカミシ,,unknown,,,,,3,false,
03207,久慈市,岩手県,クジシ,,unknown,,,,,3,false,
03208,遠野市,岩手県,トオノシ,,unknown,,,,,3,false,
03209,一関市,岩手県,イチノセキシ,,unknown,,,,,3,false,
03210,陸前高田市,岩手県,リクゼンタカタシ,,unknown,,,,,3,false,
03211,釜石市,岩手県,カマイシシ,,unknown,,,,,3,false,
03213,二戸市,岩手県,ニノヘシ,,unknown,,,,,3,false,
03214,八幡平市,岩手県,ハチマンタイシ,,unknown,,,,,3,false,
03215,奥州市,岩手県,オウシュウシ,,unknown,,,,,3,false,
03216,滝沢市,岩手県,タキザワシ,,unknown,,,,,3,false,
03301,雫石町,岩手県,シズクイシチョウ,,unknown,,,,,3,false,
03302,葛巻町,岩手県,クズマキマチ,,unknown,,,,,3,false,
03303,岩手町,岩手県,イワテマチ,,unknown,,,,,3,false,
03321,紫波町,岩手県,シワチョウ,,unknown,,,,,3,false,
03322,矢巾町,岩手県,ヤハバチョウ,,unknown,,,,,3,false,
03366,西和賀町,岩手県,ニシワガマチ,,unknown,,,,,3,false,
03381,金ケ崎町,岩手県,カネガサキチョウ,,unknown,,,,,3,false,
03402,平泉町,岩手県,ヒライズミチョウ,,unknown,,,,,3,false,
03441,住田町,岩手県,スミタチョウ,,unknown,,,,,3,false,
03461,大槌町,岩手県,オオツチチョウ,,unknown,,,,,3,false,
03482,山田町,岩手県,ヤマダマチ,,unknown,,,,,3,false,
03483,岩泉町,岩手県,イワイズミチョウ,,unknown,,,,,3,false,
03484,田野畑村,岩手県,タノハタムラ,,unknown,,,,,3,false,
03485,普代村,岩手県,フダイムラ,,unknown,,,,,3,false,
03501,軽米町,岩手県,カルマイマチ,,unknown,,,,,3,false,
03503,野田村,岩手県,ノダムラ,,unknown,,,,,3,false,
03506,九戸村,岩手県,クノヘムラ,,unknown,,,,,3,false,
03507,洋野町,岩手県,ヒロノチョウ,,unknown,,,,,3,false,
03524,一戸町,岩手県,イチノヘマチ,,unknown,,,,,3,false,
04000,宮城県,宮城県,ミヤギケン,,unknown,,,,,3,false,prefecture_aggregate
04100,仙台市,宮城県,センダイシ,,unknown,,,,,3,false,
04202,石巻市,宮城県,イシノマキシ,,unknown,,,,,3,false,
04203,塩竈市,宮城県,シオガマシ,,unknown,,,,,3,false,
04205,気仙沼市,宮城県,ケセンヌマシ,,unknown,,,,,3,false,
04206,白石市,宮城県,シロイシシ,,unknown,,,,,3,false,
04207,名取市,宮城県,ナトリシ,,unknown,,,,,3,false,
04208,角田市,宮城県,カクダシ,,unknown,,,,,3,false,
04209,多賀城市,宮城県,タガジョウシ,,unknown,,,,,3,false,
04211,岩沼市,宮城県,イワヌマシ,,unknown,,,,,3,false,
04212,登米市,宮城県,トメシ,,unknown,,,,,3,false,
04213,栗原市,宮城県,クリハラシ,,unknown,,,,,3,false,
04214,東松島市,宮城県,ヒガシマツシマシ,,unknown,,,,,3,false,
04215,大崎市,宮城県,オオサキシ,,unknown,,,,,3,false,
04216,富谷市,宮城県,トミヤシ,,unknown,,,,,3,false,
04301,蔵王町,宮城県,ザオウマチ,,unknown,,,,,3,false,
04302,七ヶ宿町,宮城県,シチカシュクマチ,,unknown,,,,,3,false,
04321,大河原町,宮城県,オオガワラマチ,,unknown,,,,,3,false,
04322,村田町,宮城県,ムラタマチ,,unknown,,,,,3,false,
04323,柴田町,宮城県,シバタマチ,,unknown,,,,,3,false,
04324,川崎町,宮城県,カワサキマチ,,unknown,,,,,3,false,
04341,丸森町,宮城県,マルモリマチ,,unknown,,,,,3,false,
04361,亘理町,宮城県,ワタリチョウ,,unknown,,,,,3,false,
04362,山元町,宮城県,ヤマモトチョウ,,unknown,,,,,3,false,
04401,松島町,宮城県,マツシママチ,,unknown,,,,,3,false,
04404,七ヶ浜町,宮城県,シチガハママチ,,unknown,,,,,3,false,
04406,利府町,宮城県,リフチョウ,,unknown,,,,,3,false,
04421,大和町,宮城県,タイワチョウ,,unknown,,,,,3,false,
04422,大郷町,宮城県,オオサトチョウ,,unknown,,,,,3,false,
04424,大衡村,宮城県,オオヒラムラ,,unknown,,,,,3,false,
04444,色麻町,宮城県,シカマチョウ,,unknown,,,,,3,false,
04445,加美町,宮城県,カミマチ,,unknown,,,,,3,false,
04501,涌谷町,宮城県,ワクヤチョウ,,unknown,,,,,3,false,
04505,美里町,宮城県,ミサトマチ,,unknown,,,,,3,false,
04581,女川町,宮城県,オナガワチョウ,,unknown,,,,,3,false,
04606,南三陸町,宮城県,ミナミサンリクチョウ,,unknown,,,,,3,false,
05000,秋田県,秋田県,アキタケン,,unknown,,,,,3,false,prefecture_aggregate
05201,秋田市,秋田県,アキタシ,,unknown,,,,,3,false,
05202,能代市,秋田県,ノシロシ,,unknown,,,,,3,false,
05203,横手市,秋田県,ヨコテシ,,unknown,,,,,3,false,
05204,大館市,秋田県,オオダテシ,,unknown,,,,,3,false,
05206,男鹿市,秋田県,オガシ,,unknown,,,,,3,false,
05207,湯沢市,秋田県,ユザワシ,,unknown,,,,,3,false,
05209,鹿角市,秋田県,カヅノシ,,unknown,,,,,3,false,
05210,由利本荘市,秋田県,ユリホンジョウシ,,unknown,,,,,3,false,
05211,潟上市,秋田県,カタガミシ,,unknown,,,,,3,false,
05212,大仙市,秋田県,ダイセンシ,,unknown,,,,,3,false,
05213,北秋田市,秋田県,キタアキタシ,,unknown,,,,,3,false,
05214,にかほ市,秋田県,ニカホシ,,unknown,,,,,3,false,
05215,仙北市,秋田県,センボクシ,,unknown,,,,,3,false,
05303,小坂町,秋田県,コサカマチ,,unknown,,,,,3,false,
05327,上小阿仁村,秋田県,カミコアニムラ,,unknown,,,,,3,false,
05346,藤里町,秋田県,フジサトマチ,,unknown,,,,,3,false,
05348,三種町,秋田県,ミタネチョウ,,unknown,,,,,3,false,
05349,八峰町,秋田県,ハッポウチョウ,,unknown,,,,,3,false,
05361,五城目町,秋田県,ゴジョウメマチ,,unknown,,,,,3,false,
05363,八郎潟町,秋田県,ハチロウガタマチ,,unknown,,,,,3,false,
05366,井川町,秋田県,イカワマチ,,unknown,,,,,3,false,
05368,大潟村,秋田県,オオガタムラ,,unknown,,,,,3,false,
05434,美郷町,秋田県,ミサトチョウ,,unknown,,,,,3,false,
05463,羽後町,秋田県,ウゴマチ,,unknown,,,,,3,false,
05464,東成瀬村,秋田県,ヒガシナルセムラ,,unknown,,,,,3,false,
06000,山形県,山形県,ヤマガタケン,,unknown,,,,,3,false,prefecture_aggregate
06201,山形市,山形県,ヤマガタシ,,unknown,,,,,3,false,
06202,米沢市,山形県,ヨネザワシ,,unknown,,,,,3,false,
06203,鶴岡市,山形県,ツルオカシ,,unknown,,,,,3,false,
06204,酒田市,山形県,サカタシ,,unknown,,,,,3,false,
06205,新庄市,山形県,シンジョウシ,,unknown,,,,,3,false,
06206,寒河江市,山形県,サガエシ,,unknown,,,,,3,false,
06207,上山市,山形県,カミノヤマシ,,unknown,,,,,3,false,
06208,村山市,山形県,ムラヤマシ,,unknown,,,,,3,false,
06209,長井市,山形県,ナガイシ,,unknown,,,,,3,false,
06210,天童市,山形県,テンドウシ,,unknown,,,,,3,false,
06211,東根市,山形県,ヒガシネシ,,unknown,,,,,3,false,
06212,尾花沢市,山形県,オバナザワシ,,unknown,,,,,3,false,
06213,南陽市,山形県,ナンヨウシ,,unknown,,,,,3,false,
06301,山辺町,山形県,ヤマノベマチ,,unknown,,,,,3,false,
06302,中山町,山形県,ナカヤママチ,,unknown,,,,,3,false,
06321,河北町,山形県,カホクチョウ,,unknown,,,,,3,false,
06322,西川町,山形県,ニシカワマチ,,unknown,,,,,3,false,
06323,朝日町,山形県,アサヒマチ,,unknown,,,,,3,false,
06324,大江町,山形県,オオエマチ,,unknown,,,,,3,false,
06341,大石田町,山形県,オオイシダマチ,,unknown,,,,,3,false,
06361,金山町,山形県,カネヤママチ,,unknown,,,,,3,false,
06362,最上町,山形県,モガミマチ,,unknown,,,,,3,false,
06363,舟形町,山形県,フナガタマチ,,unknown,,,,,3,false,
06364,真室川町,山形県,マムロガワマチ,,unknown,,,,,3,false,
06365,大蔵村,山形県,オオクラムラ,,unknown,,,,,3,false,
06366,鮭川村,山形県,サケガワムラ,,unknown,,,,,3,false,
06367,戸沢村,山形県,トザワムラ,,unknown,,,,,3,false,
06381,高畠町,山形県,タカハタマチ,,unknown,,,,,3,false,
06382,川西町,山形県,カワニシマチ,,unknown,,,,,3,false,
06401,小国町,山形県,オグニマチ,,unknown,,,,,3,false,
06402,白鷹町,山形県,シラタカマチ,,unknown,,,,,3,false,
06403,飯豊町,山形県,イイデマチ,,unknown,,,,,3,false,
06426,三川町,山形県,ミカワマチ,,unknown,,,,,3,false,
06428,庄内町,山形県,シヨウナイマチ,,unknown,,,,,3,false,
06461,遊佐町,山形県,ユザマチ,,unknown,,,,,3,false,
07000,福島県,福島県,フクシマケン,,unknown,,,,,3,false,prefecture_aggregate
07201,福島市,福島県,フクシマシ,,unknown,,,,,3,false,
07202,会津若松市,福島県,アイヅワカマツシ,,unknown,,,,,3,false,
07203,郡山市,福島県,コオリヤマシ,,unknown,,,,,3,false,
07204,いわき市,福島県,イワキシ,,unknown,,,,,3,false,
07205,白河市,福島県,シラカワシ,,unknown,,,,,3,false,
07207,須賀川市,福島県,スカガワシ,,unknown,,,,,3,false,
07208,喜多方市,福島県,キタカタシ,,unknown,,,,,3,false,
07209,相馬市,福島県,ソウマシ,,unknown,,,,,3,false,
07210,二本松市,福島県,ニホンマツシ,,unknown,,,,,3,false,
07211,田村市,福島県,タムラシ,,unknown,,,,,3,false,
07212,南相馬市,福島県,ミナミソウマシ,,unknown,,,,,3,false,
07213,伊達市,福島県,ダテシ,,unknown,,,,,3,false,
07214,本宮市,福島県,モトミヤシ,,unknown,,,,,3,false,
07301,桑折町,福島県,コオリマチ,,unknown,,,,,3,false,
07303,国見町,福島県,クニミマチ,,unknown,,,,,3,false,
07308,川俣町,福島県,カワマタマチ,,unknown,,,,,3,false,
07322,大玉村,福島県,オオタマムラ,,unknown,,,,,3,false,
07342,鏡石町,福島県,カガミイシマチ,,unknown,,,,,3,false,
07344,天栄村,福島県,テンエイムラ,,unknown,,,,,3,false,
07362,下郷町,福島県,シモゴウマチ,,unknown,,,,,3,false,
07364,檜枝岐村,福島県,ヒノエマタムラ,,unknown,,,,,3,false,
07367,只見町,福島県,タダミマチ,,unknown,,,,,3,false,
07368,南会津町,福島県,ミナミアイヅマチ,,unknown,,,,,3,false,
07402,北塩原村,福島県,キタシオバラムラ,,unknown,,,,,3,false,
07405,西会津町,福島県,ニシアイヅマチ,,unknown,,,,,3,false,
07407,磐梯町,福島県,バンダイマチ,,unknown,,,,,3,false,
07408,猪苗代町,福島県,イナワシロマチ,,unknown,,,,,3,false,
07421,会津坂下町,福島県,アイヅバンゲマチ,,unknown,,,,,3,false,
07422,湯川村,福島県,ユガワムラ,,unknown,,,,,3,false,
07423,柳津町,福島県,ヤナイヅマチ,,unknown,,,,,3,false,
07444,三島町,福島県,ミシママチ,,unknown,,,,,3,false,
07445,金山町,福島県,カネヤママチ,,unknown,,,,,3,false,
